From	To
A0A3B3ITJ7	KDM5B
A0A2R8Y5E1	CBLB
A0A494C1Q1	CCL5
A0A499FIJ6	MRTFA
A0A5F9ZHL9	ANK2
A0A669KBI7	KMT2B
A0A2R8Y5J0	CHD4
A0A1W2PS82	GNAO1
A0A2R8Y7Q1	BPTF
A0A0B4J1R7	BORCS7-ASMT
A0A654IDB0	CXNH1
A0A024R3B5	KBTBD3
H0YJH6	STAT6
Q05D26	BLK
A4D2J9	CAMK2B
A0A0G2JR65	MUC2
A0A024R824	SLC31A1
A0A024R8V5	hCG_1642326
A0A024R0N7	SAMD4B
A5YRV0	MUC1
E7ETK0	RPS24
A0A024R6U9	ARL2BP
A0A024R3X8	KLF7
E7EMW7	UBR5
A0A024RDG8	CDS1
E0X082	KIR3DL1
B6ZGR8	NR1B2
A0A087WTW0	UHRF1
K7ES00	H3-3B
A6NCR4	SYT8
A0A126GVH4	OR1A2
A0A126GVZ1	OR2M7 N
A0A0K0PUY3	GPR42
A0A024R3I8	EI24
A0A024RDL0	RCP9
A0A024R878	ENG
Q5JRP2	ADAM12
Q4VBZ9	MORC3
A0A024R936	NCF2
A0A024QZY1	JTV1
A0A024R2C5	VPS4B
A0A024R9A0	hCG_20714
A0A024R904	CACYBP
A0A024R9P5	C15orf29
H0Y3W9	EBF3
F5GZD9	PTHLH
Q8WWS9	STAT5A
D9I4E1	XPC
D3VVB9	ATXN3
Q14BD4	ITSN1
A0A0J9YW81	KCNN2
A0A0C4DFU3	RSPH3
A0A024RC19	ESCO1
A5YRV2	MUC1
A0A126GVK5	OR52E6
A0A126GWN0	OR4F17
A0A2R8Y4A4	DDX3X
A0A5F9ZGX8	ANK2
A0A5F9ZHW1	AP1S2
A0A494C0Q2	PARN
A0A494C0S0	SNX25
A0A7N4I3A3	CYP27C1
A0A499FJM7	TNNT2
A0A4Y5UGE4	CD4
Q5VZ73	CCL21
A0A0U1RQE4	SH3D19
A0A0S2Z669	TEX9
A0A0G2JSC8	CEACAM21
H3BRS1	NFATC3
A0A0S2Z4B7	SDHC
A0A0S2Z5E8	NUP62CL
A0A286YEU6	OR1R1P
A0A7I2Y1C3	EIF4G1
E9PCH5	CAST
A0A024R6P4	TCL1B
A0A024R496	CAB39
D0UU70	MECP2
A0A087WTF0	PTPDC1
Q8N353	TMEM106B
D3YPQ1	AR
A0A024QYZ0	SEC61G
A8MX02	KRBA2
D3VVC6	ATXN3
D9YZV0	HBS1L
H7C3F2	SWI5
A0A0S2Z5K9	MIF4GD
A0A075B7F1	IGHV3OR16-8
A0A0A0N0L2	IL6ST
A0A024RA24	FLJ20323
H0YI16	PAWR
A0A024R5W4	hCG_40688
A0A024R4Z5	GLYATL2
A0A140TA25	MYO1H
A0A0G2JN43	LILRA6
A0A590UJ96	LOC122526780
A0A0A8K8F5	SCAMP5
A0A024R9C8	TP53INP1
A0A024RBL3	NUAK1
A0A024R705	VPS4A
M0QY62	ZNF587B
D3TTZ4	TNFAIP3
A0A090N8P9	IAN4L1
A0A090N8N3	ZNF212
A0A024RB08	ERGIC2
A0A024RBC3	DSPG3
A2RU29	MORC3
A0A024R2Q5	MYL3
E9PFI2	STXBP5L
A0A0A8K8N9	URLC5
X6REB3	TCF3
A0A126GVN8	OR10A6
A0A0G2JN67	LILRB3
F8W8F9	DNAI7
A0A1B0GUD6	GRAMD1B
H6SG15	COX6A1
Q6PJ56	TRA@
A0A158RUX1	PSMC3IP
A0A2R8Y761	RNASEH2B
A0A386NCU2	TP53
A0A2R3XWC8	HNF4A
A0A654ICJ7	CXNG
A0A5F9ZHC9	ANK2
A0A3B3IS53	KAT6A
A0A6Q8PH09	FANCI
A0A5F9ZHJ4	ANK2
C5HTY9	SCNN1A
A0A024QYY4	BCL9
A0A024R9J2	FSIP1
A0A0A0MRX4	RGL3
C8C066	BMP2
A0A024QYT6	AP1S1
A0A024R7D0	DHPS
Q8WWP1	GYPA
A0A087WVJ0	MUC1
D2KF13	AR
A0A0S2Z626	BBS5
A0A126GVT8	OR2Z1
A0A0J9YVN9	OVOL3
Q8N619	CDK5R1
R9QFA2	STAT2
W0UV93	RAC1
D8MIB7	ABO
A0A126GVW6	OR8H1
A0A386NCS8	PTEN
A0A3B3IU55	STON2
A0A7I2V5Y5	KIF23
A0A2R8YEH2	RNASEH2B
A0A5F9ZH11	BRPF1
A0A6F7YAP6	CHRNG
A0A024RE19	MAL
A0A024RCC6	FRAG1
A0A024R6S1	DNAJA2
A0A5F9ZHY6	ANK2
Q569F6	NCOA3
A0A0B4J1S1	CIITA
A0A024R1H3	UPB1
A0A0G2JLG4	ASIC5
A0A0G2JPG2	LILRB3
A0A0S2Z4Q1	SGCA
A0A0D9SEX9	GLIS1
A0A126GVG3	OR8D2
A0A126GVM0	OR6X1
A0A126GWQ4	OR6V1
R9QDZ0	STAT2
A0A024R5N6	NEU3
Q86VA8	SYN2
B9EGQ8	SMARCA4
A0A0C4DG53	RORA
A0A024R3X9	PREI3
A0A024R7K1	ARRDC2
X6RM00	ERC1
A1YBP1	BRCA2
A0A126GVV5	OR2A25
C8C068	BMP2
U5XH23	LILRA6
H3BSS6	ZNF106
A0A1B1SMR9	COL9A1
A0A126GV67	OR2M3
A0A0S2Z5D6	ABHD5
A0A3B0INC0	ADIH
A0A126GVD5	OR5A2
A0A0U5JA32	TNLG8A
B1ALM3	CACNA1S
A0A024R3K1	EVA1
A0A024RBA1	TMEM19
A0A494C103	LOC112577516
M0R1R5	FCER2
A0A0G2JM46	LILRB3
A0A024RAD4	SLC35F5
A0A024RDK9	TPST1
A0A024R8E2	ABL1
A0A0G2JMH3	LOC107984156
A0A024R9D3	RPL30
A0A024R4S7	ZNF606
A0A024R5K1	CORO1B
E9PES4	KIF3A
A0A126GV92	OR4F16
D3Y299	ZFP82
A0A411HBC7	WWOX
A0A348GSI3	IDO1
A0A2R8YFK9	CHD4
A0A2X0TVW3	CHN2
E7EUU4	EIF4G1
A0A024R996	PCTK3
B9A6M7	TBC1D25
A0A024RDX2	EBI2
A0A024R3N9	LOC89944
A0A0B4J1T8	EPHA6
I3L2N2	DVL2
B6ZGS6	NR1F3
D3VVD2	ATXN3
D3VVG4	ATXN3
A0A059NXK6	ARKL2
A0A024RAH7	CNR2
A0A024R390	LOC81691
A0A024R9F2	DPY19L4
A0A024RCB2	MRPL23
A0A024QZS3	PPAP2A
A0A024QYR6	PTEN
E9PIN3	NXF1
H2EHT1	TP53
A0A0G2JNQ3	HNRNPCL2
A0A1C9J732	DOT1L
A0A0C4DG89	DDX46
A0A158RFT8	ADIG
A0A0G3DHS8	pCCNE1
A0A126GVW5	OR2T3
A0A386NC62	TP53
A0A172R164	KIR3DL1
A0A1B0GV53	CLEC19A
A0A0A0MRB3	MUC1
A0A024R0X8	ZNHIT3
A0A024R5L0	PRCP
A0A0S2Z3Q4	CRK
J3KR00	YIPF7
A0A1C7CYX1	MIDEAS
A0A1W2PR94	DTHD1
A0A126GVL6	OR5T1
A0A218KGN7	PSEN1
A0A7I2V3F3	NCL
A0A2R8YFS5	DDX3X
A0A494BZV3	ARRDC5
A0A590UJW6	ZCCHC14
A0A3B3ITT1	RAB12
A0A3B3ITA8	KDM5B
A0A6Q8PGP5	NEDD4L
A0A024R0H6	PAF1
A0A024R0S6	EHD2
A0A024RC06	MTM1
A0A024R1U8	IGFBP4
A0A024R4G8	SPSB1
A0A654IBU3	CXNK2
A0A5B9RIM3	NR3C1
A0A590UKC9	MSH3
A0A0A0MRL7	CASP7
A0A5F9ZHT8	ANK2
Q8NHK8	KIR3DL1
J9XT30	ABO
A0A075B7D8	IGHV3OR15-7
Q6SES1	PRNP
A0A024R4J0	LOC125893
G3V3G0	PROX2
A0A060VD92	ABO
A0A6E1WCP9	ESRRA
C6KYL4	FFAR2
A0A024R1X4	hCG_16955
H7C3T2	ATG2A
A0A024R9W0	LIAS
A0A024RA33	HOXA3
A0A024RAG1	MGC4268
A0A494C0W0	PARN
A0A2R8Y2M5	TMEM8B
A0A0A0MQU4	SCLY
A0A5F9YFS9	SPCS1
A0A6Q8PGN6	CAST
A6H8Y5	NBN
A0A590UJE0	ZNF75A
F1D8P6	NR1F3
F5GWJ5	ROBO3
A0A024R0H1	SLC16A1
A0A024R3W7	EEF1B2
I6LEK8	KIR3DL1
A0A1B0GUV8	LOC102723971
A0A024R1J0	C1QTNF6
A0A024QZ47	APPBP2
Q15156	PML-RAR
Q5HCI0	DKFZp686D0345
A0A0G2JQ25	LILRA6
F5H686	RERGL
D3VVS8	ATXN3
F1D8S2	NR2A1
A0A0S2Z456	PRCC
A0A0G2JNM4	KIR3DL1
A0A0S2Z3Y7	GALT
A0A1C7CYX9	DPYSL2
A0A126GWR0	OR10A5
A0A1W2PQ72	MSANTD7
A0A024R8W0	DDX48
A0A024RD15	MAPK14
A0A024RDT9	FNDC3A
F1D8P2	NR1D2
H3BSR6	CX3CL1
Q4LE70	APC variant protein
A0A024R5Y3	RASL12
A0A024R6C9	DLST
E9PC90	CCNB1
I3L3K7	NFATC3
A0A024QZ22	PRAF2
A0A024R8A6	NEK6
A0A024R3G7	SNF1LK2
A7YL13	KIR3DL2
Q548C2	NTRK2
Q6MZM4	DKFZp686P16143
A0A0S2Z6K1	HNRPLL
L7RSM7	PRKCA
A0A0B4J2G0	ZNF107
J3KR84	PLK4
A0A024R5U3	ARPP-19
A0A024R7B1	ZNF317
E0YMI7	HNF1A
A0A0S2Z514	SLC30A9
A0A0S2Z5V6	C19orf40
A0A0S2Z583	RDH11
A0A126GVW2	OR2A4
A0A376A929	KIR2DL4
A0A1W2PNU3	LOC122455342
A0A2R8Y4V0	ABCC8
A0A2X0SFL3	RASGRF2
A0A3B3IT25	KDM5B
A0A2X0SYX6	DLC1
A0A494C1S0	SPDYE1
A0A386IN23	BRCA2
A0A6E1VY70	FLRT1
A0A5F9ZHN5	ANK2
A0A024RA55	GPNMB
F8W1F5	FMNL3
Q68DQ4	DKFZp779L0468
A0A0S2Z4K3	PROS1
A0A090N7W5	MGC3036
A0A024R1T1	RPS19BP1
A0A024RAN0	MGC13034
A0A024R7T4	ZNF22
A0A024R438	ATG9A
H0YDU8	PPP5C
X5DRB1	XPC
A0A024R2U4	TREX1
B5BU64	MKNK1
A0A0S2Z3N3	PRMT2
A0A0S2Z693	MCCC1
A0A0G2JQ24	LILRA6
A0A126GWD5	OR51A2
A0A126GWA4	OR10X1
J3KNN1	GALNT9
J3KRR7	CYLD
J3KR22	CLEC10A
A0A0U1WNF9	KIR3DL2
A0A0S2Z421	MYOC
A0A1L3H056	RHCE
A0A0S2Z4P5	SGCE
A0A0S2Z3W3	HEXA
A0A0S2Z500	OPTN
M0R2M9	ASCL5
M0R1P0	ZNF530
A0A126GVC8	OR7A10
A0A0S2Z5N7	ZCWPW1
A0A1W2PPD8	KDM4F
A0A0S2Z4P6	BTRC
A0A386NC22	TP53
A0A096LNW5	NOTCH2NLR
V5W5X2	CCNE1
A0A024R4D1	COPS8
A0A024R4T5	ZNF42
A9LNM6	KCNT2
B5BU30	TCF7L2
B5BU82	SOCS2
D8MIB8	ABO
O43460	PTH2
B9EIS4	GRK1
A0A024R3U8	FLJ22555
A0A024R944	SERPINC1
A0A654IBS8	CXNB
A0A0S2Z5B0	ATL1
A0A0S2Z3C9	ETV6
X5D2G4	DRD3
Q708J0	c-myb
E7EQF3	GYPA
A0A1B0GWD1	DCX
A0A0S2Z590	LSM1
Q7Z2W0	DKFZp686P04237
A0A024RAH0	MAP3K2
Q7Z3Z9	L1CAM
A0A0M3HER8	GOLGA6L10
A0A0C4DGC1	CXCL14
A0A0C4DG96	EGR4
A0A087X0L7	OXA1L
Q6I9S9	CX3CL1
A0A1D0BZT6	KIR3DL1
A0A0S2Z591	HAX1
A0A0K0K1I9	HEL-S-79
A6ZID5	MUC1
L0N195	IFNA1
B6ECA3	MUC1
C6KG45	MECP2
F8W7T7	ZNF44
A0A0A8K9B1	URLC6
D3TTZ1	TNFAIP3
M0QXD6	GTF2F1
A0A024R2I5	CHCHD4
A0A024RBM8	HYPE
A0A024RCK9	ZNF193
E9PGM1	EIF4G1
B5MCU0	R3HDM2
A0A024R4J8	KLK6
A0A024R913	hCG_2024989
A0A024R2U6	RBM5
B6ZGS4	NR1F1
Q6IBU6	NR1H2
Q05C46	CASC5
A0A126GWF3	OR10G7
A0A126GW49	OR2A5
A0A0S2Z4Z7	AKAP10
A0A024R711	WWP2
A0A126GVY5	OR2B11
D3VVR2	ATXN3
A0A286YF62	MAPK10
A0A494C1P6	MLF1
A0A5H1ZRR1	PQBP1
A0A5K1VW60	DMAC2L
A0A5F9ZI81	ANK2
A0A5F9ZI30	ANK2
A0A024RBE9	SYT1
A0A024RCW2	C6orf106
A0A024R068	PEX10
A0A024RD16	SRF
A0A0F7RQF0	CGB5
A0A0S2Z3Y2	IFNGR1
A0A024R582	DPF2
G3V3M6	APEX1
A0A3F2YNY5	KCNN2
A0A0S2Z559	RAF1
A0A0G2JPA2	LILRA6
X5DNC5	AR
E7EWM7	TERF1
A0A024RA51	CDCA7L
X5DQX7	FMR1
A0A0S2Z478	CRH
A0A1B0GV96	LOC105371267
A5YRU5	MUC1
A0A024R8R5	hCG_1818442
A0A024R670	SYNJ2BP
A0A024R3E7	TEX12
E7ER26	PRDM15
A0A5J6VMJ0	KIR3DL1
Q14420	HGPMz
Q71UH4	TOP2B
D9ZNA4	MECP2
A0A0S2Z5Q0	ACBD4
H3BRD2	GFER
A0A1W2PPE3	LOC122455338
A0A0S2Z4Z0	RBM14
A0A286YF59	OR4A15
A0A1D0BRL8	KIR3DL1
A0A494C1K0	DEFB112
A0A3B3ISZ7	SCUBE2
A0A7I2YQE7	TERF1
A0A654ICQ6	CXNN
A0A5F9ZI46	ANK2
A0A5F9ZI69	ANK2
A0A024R5P4	LOC51315
A0A024RC40	SS18
D6RF47	WNT8A
D3VVF6	ATXN3
A0A024R127	AMIGO2
A0A0B4J1W3	NAA15
A0A0A0MRM8	MYO6
Q6IAZ8	ITGB1BP1
A0A024QZV7	TMEM14B
A0A024RDW7	ITGBL1
D3VVS9	ATXN3
B7ZCA0	SYNGAP1
Q5TIG5	AFDN
A0A087X1B1	IKBKG
A0A126GVL5	OR4X2
A0A090N8H6	HCA112
J3KSZ8	MSL1
A0A024R9A9	UBE2T
A0A024R3P9	ACBD3
A5YM60	ATG16L1
A0A087X0Q1	YTHDF3
A0A087X0R0	KDM6A
C9K4X7	ddo
Q5T5C7	SARS1
Q4LE58	EIF4G1 variant protein
A0A024R498	SERPINE2
A0A024R5Z5	GTF2A2
A0A024R8G6	SSNA1
A1L4F5	ROR2
I6XC90	SPDYB2-L1
E7ESY4	MTA1
A0A024RAH2	DSCR1L2
Q9BSV4	SFPQ
E9PIL2	ANKRD42
A4FUT8	JMJD1B
K3W4U1	FCER2
J3KQ40	TBC1D8
Q5JZ48	HLA-F
A0A024R4E1	NMNAT1
A0A024RAS8	HEBP1
A0A0A0MRZ1	UNKL
A0A1C7CYV9	SLC22A17
A0A0G2JPR9	LILRA6
A0A0G2JS76	MAPT
A0A0S2Z392	ADRBK1
A0A126GW60	OR7A5
A0A0S2Z4R1	YARS
A0A1W1GST9	ERCC4
A0A4Y1JWQ0	HCAR2
A0A5F9YLF9	SOCS7
A0A2R8YE86	MORN2
A0A2R8YFD4	CBLB
A0A386IQ66	BRCA1
A0A0C4DFN3	MGLL
A0A5F9ZGZ1	ANK2
A0A0U1RQX8	CBL
A0A5F9ZHE4	ANK2
Q4VXZ2	VPS52
A0A3F2YNZ1	L3MBTL1
A0A7I2V2U7	NCL
A0A2R8Y543	CTNNB1
A0A499FIG1	INKA1
A0A3B3ISR2	C1R
A0A5F9ZHQ5	ANK2
A0A590UJT6	CCDC57
A0A494BZX7	MRTFA
A0A024R1K6	C22orf23
A0A024R9Z9	SNX13
A0A024RC58	HAPLN3
A0A6E1WB48	HNF4G
D3VVT4	ATXN3
D3VVD6	ATXN3
A0A0B4J2B6	IGHV2OR16-5
E7EWM1	NCOA2
M0QZB7	IRF3
A0A024R0T8	APOC1
A0A024R2G7	RPL32
J3QQK6	MBP
B5B2S2	NFATC3
A0A0G2JMZ3	LILRB3
A0A024R745	NDUFA5
A0A024R849	GPR30
A0A024R0B1	PROK1
A0A024R952	PKP1
A0A0A0MR67	CACNA1C
A0A024R4V5	BRD1
A0A0C4DGB5	CAST
A0A0J9YXP0	CPEB1
E9LUE7	SMPD1
Q5JT35	MLLT10
U5LXR9	TCF3
A0A7I2V3R4	LOC122319436
Q8WWP2	GYPA
A0A7I2YBM0	DICER1
X6R922	PAGE2
A0A024RAE1	C1orf33
A0A024RCR1	TRIM39
A0A024RA25	MPP6
A0A0A0MTH5	DYRK4
Q49AI5	REV1
Q05DK5	ADD2
A0A0S2Z5D4	DCTN4
A0A024QZ87	MGC34647
A0A024R5V9	NARG2
B7ZLK5	FOXP2
F5GZG9	AR
A0A024R6Q4	LOC400258
A0A024RDL4	hCG_18830
A0A0D9SFE4	DNM1
A4FUJ8	MKL1
F5H5K1	LRRC37B
I3L202	ZDHHC1
A8MQ02	AFDN
A0A0S2Z5J9	CDK5RAP1
B7TQM3	APOBEC3H
M0R2F9	NR1H2
G3K0T4	PTPN22
A0A0S2Z490	PMAIP1
A0A0G2JPZ2	TAS2R42
A0A2I2JL19	KIR3DL1
A0A3B3ITE7	KDM5B
A0A2R8Y4R9	HOXA1
A0A024QZF7	FLJ22688
A0A024R0R7	FKRP
A0A0C4DGS1	DDOST
A0A0U1RQC9	TP53
A0A0S2Z595	FOSL1
Q9NP10	IGF1
A5PL36	USP19
A0A1X8XL64	H3F3AP6
A0A1L5BXV2	REEP6
A0A2X0SFL9	SYDE1
A0A386NFY2	TP53
A0A386NCA6	TP53
A0A494C0P1	NR3C1
A0A7I2PK40	AHRR
A0A5J6VN80	KIR3DL1
B7ZLI7	MXD1
A0A0C4DH65	KRBA1
A0A590UJD9	DLG1
A0A024R4K4	SIGLEC6
A0A024R475	CUL3
X6R4H8	ADAMTSL5
F5GXF9	AFF1
X5D2S2	PRKAB2
A0A024QYW5	LMO6
A0A024R7F3	ABHD9
A0A0B4J1R4	HPD
A0A024R9G0	POLR2K
A0A024RAT4	RERG
A0A024R1C5	FLJ33814
A0A024RDY3	LAMP1
A0A024RD32	KCNK5
A0A024RD09	PEX6
D3VVK0	ATXN3
A0A5F9ZHF3	C16orf82
Q68D11	DKFZp686K23100
B7ZLX4	PPP1R9A
E9PBN4	ZFAT
A0A024R683	ATP6V1D
A0A024RDT4	LCP1
A0A024R2K3	UBE2E1
Q6P3U7	RXRA
Q8NI16	FGFR3
A0A024R106	ZCRB1
A0A024R379	SOCS6
A0A024R8D7	LCN1
A0A024R719	SLC7A6
A0A024R7R1	HK3
C9J0Q5	NCOR2
Q5SRN1	CDC40
D3VVP0	ATXN3
B2RU10	EIF4G1
A0A126GVS6	OR7G1
V9HW01	HEL-S-310
A0A024R7D7	ZNF426
A0A024R8B5	DOLPP1
J3KRN4	MAP3K3
A0A0S2Z5U7	DIABLO
Q5T624	NASP
A0A0S2Z504	SRSF10
A0A218KGP1	PSEN1
A0A2U3TZK7	CFAP20DC
A0A7I2V535	NONO
A0A2R8Y635	ATP13A3
A0A3B3ITQ0	DCLRE1B
A0A2R8YF72	MYT1L
A0A650AXN9	COL10A1
A0A7I2YQC0	NPM1
B5MCZ3	IL6
B2RTQ5	LRRC16A
A0A5H1ZRP1	RSKR
A0A2R8Y4L2	HNRNPA1L3
A0A2R8Y549	PATJ
A0A024R1I7	TFIP11
H0YBA3	NRG1
G8JLG8	C1orf127
Q49AE6	PAIP2
Q4G0F4	POLRMT
D3VVG8	ATXN3
A0A024R2U7	hCG_2001997
A0A024RAK9	HAPLN1
A0A1B0GTG8	LOC105372440
A0A024R0P6	FOSB
A0A024R0P7	LOC163131
A0A024R6H0	CPSF2
F8VWL3	FGD4
A0A0A0MTM3	CITED2
D3VVJ3	ATXN3
A0A0S2Z5X1	DNAJC19
A0A0S2Z5E0	WDR41
K7PPU4	TP53
A0A126GWC1	OR5K1
A0A0S2Z4L6	ZNF213
A0A126GVQ6	OR1D5
A0A386NCX4	TP53
A0A386NDA8	TP53
A0A5F9ZHS3	MEN1
E7ESU0	USP19
A0A2Z5HTM8	TCF7L2
A0A7I2V5W3	CSPP1
A0A024RCJ2	HIST1H2BJ
A0A024R6H7	C14orf68
A0A024R3D4	DKFZp547C195
A0A0A0MRP4	UBE2U
A0A6Q8PFY3	FANCD2
R9QF58	STAT2
L0R6F6	CSRP2BP
A0A0C4DFP2	OR1L6
E7EV90	SLC45A4
A0A024R7I3	RAB8A
A0A1R3UDR5	KLNG
A0A0S2Z4L9	NME5
B7S714	KIR3DL1
A0A087X287	MRTFA
A0A087WXV5	PAX1
A0A087X169	PHF19
J3KPD6	HCK
A0A0S2Z3R3	CYP11A1
A0A0S2Z4V6	WFS1
A0A6G8IU57	BRCA2
A0A494C1R9	TSPY9
B6D427	TNNI3
F5GWX5	CHD4
E9PJG7	BACE1
A0A0A0MTK8	HNF1A
A0A5F9ZH19	ANK2
A0A2U3U0J3	OR4F5
H0YLX2	RFX7
B8ZZK2	GGCT
A0A024QZP2	SFTPA1
X6R2I3	POLI
A0A024RAU7	SLCO1B1
A0A0B4J1S2	FCAMR
Q3ZCT4	CLOCK
A0A087WSV0	BCL2L12
D3VVD7	ATXN3
D3VVH7	ATXN3
A0A067XJX6	GRP
H3BNZ4	FUS
F6WQW2	RANBP1
E9PQD6	SAA1
A0A024RCA7	RPLP2
A0A024R4E7	PEX11B
A0A024R6A0	ARG2
A0A024R546	ZDHHC5
A0A024RAJ1	MRPS27
Q12760	GSTalpha locus
A7YL09	KIR3DL2
A0A024RBA5	KCNC2
I6L989	DMPK
A0A024R778	PTN
A0A024RE14	FLJ11193
H0YBT0	MYC
A0A0K0K1K9	HEL-S-18
A0A0R4J2E8	MATR3
H7C5G6	KIAA2012
A0A1W2PRJ8	ZDHHC23
A0A2U3TZT0	ZNF385B
A0A1W2PPK0	CPHXL2
A0A2R8YDF1	BPI
A0A2R8YFM9	CFAP92
A0A2R8YGN6	SPAST
A0A7I2YQY3	STAT5A
Q8NFF3	BAK
A0A1B0GW38	CBL
A0A6I8PRS5	GPATCH11
A0A1K0FUB6	GLNF
A0A223ZRY6	VDR
A0A2R8YFD8	CHD4
A0A494C0A7	ZMAT1
A0A3F2YNW3	C2orf15
A0A590UJW0	MSH3
A0A5F9ZHW5	ATXN2
A0A669KB41	SNCA
B5MBY2	DGKB
A0A024R9A8	ETNK2
A0A024RDN7	KCTD7
A0A024R9Z8	AHR
A0A0J9YXX5	PUF60
H7C4M0	FILIP1L
C9JA33	PALM2AKAP2
A0A024R0Z2	FLJ13236
A0A024R277	SPTLC1
A0A024R9J3	COLEC10
A0A024R3Z2	SUMO1
A0A024R739	POT1
K7EP04	HSPB6
D3VVS0	ATXN3
A0A024R4E2	TARDBP
D3VVQ9	ATXN3
A0A0S2Z3V5	GAD1
I1W660	DKK1
J3KP33	TP53
A0A0S2Z4M6	NCK2
A0A146E5L3	Meflin
A0A1D0BNM2	KIR3DL1
A6ZID7	MUC1
Q53SY7	CAD
A0A024R6M9	CINP
A0A0A0MS51	GSN
R4GMX3	COMMD3-BMI1
J9XV13	ABO
S4R3C0	IGHV3OR16-17
F8VTV7	ZNF433
L7RT34	PIK3R5
V9HWA9	HEL-S-62p
J3KN01	AFDN
B4DVU3	EIF3C
C8C065	BMP2
A0A0S2Z5U6	PYCR2
A0A0S2Z3H8	GNAS
A0A126GVD1	OR1L3
A0A126GVF8	OR51E1
A0A2R8YDS4	NOS2
A0A2R8Y7S4	PABIR3
A0A2X0SYS0	ARHGAP5
A0A494C1F8	NRG1
A0A5H2UU57	HLA-A
A0A5F9ZI65	ANK2
A0A5F9ZGZ5	ANK2
A0A024R816	TTYH3
C9J1X3	TNK2
A0A0A0MRN9	ANKRD2
B7ZLY0	PHC2
A0A5J6VN39	KIR3DL1
L7RT18	CRK
D3VVL8	ATXN3
A0A024R2S0	TMEM16K
A0A024QZU1	EIF2AK1
A0A024R2D5	EDEM1
A0A024R2U5	GORASP1
A0A0C4DG42	ZNF34
A0A080YV01	LYZG
A0A126GVD0	OR2AG1
A0A0S2Z612	UNC50
A0A0U5FLQ7	KIR3DL2
A0A2R8YFR4	DDX3X
A0A2C9F2M8	OR2AK2
A0A5F9ZHF7	ANK2
A0A0A0MR61	PRSS57
L7RXH0	ITGAV
B7ZKN7	BLM
J3KNW3	RBFOX1
H0YKX3	PCLAF
H6V745	NR3C1
A0A024RC72	RCCD1
A0A024R069	SKP2
A0A1B0GV09	EHMT1
A0A087WUV0	LOC344065
A0A024R5Q8	CTDSPL2
A0A024R0W3	SLC38A2
A0A087X0N3	NOL4L
Q5JPT2	SH3KBP1
A0A024R887	C9orf90
A0A024R0Y6	ARF3
F5GYZ0	KLRC1
Q4LE43	PLCG1 variant protein
A0A087WWI0	LRMDA
A9UEZ6	BCR/ABL fusion
R9QE63	STAT2
X5D9D2	TSC1
E7BSV0	EGFR
A0A090N8Q3	C7orf21
A0A024QZF2	RRAS
A0A024RDU6	ELF1
A0A024R5E5	TCIRG1
A0A110BHC2	KIR3DL2
A0A024R3M5	FLI1
A0A024RCY9	C6orf130
A0A024QZ30	SDHA
E9PD35	FLT4
J9JIF5	CXXC4
A0A126GWN3	OR51S1
A0A126GVG6	OR8D1
D3VVJ7	ATXN3
A0A087WXA3	SRRM3
D3VVD3	ATXN3
A0A140T913	HLA-A
F8VPD4	CAD
H3BR83	NFATC3
A0A126GWD8	OR2A7
A0A024RDF9	THAP6
A0A0A0MT01	GSN
J9JID4	KCNH6
A0A0C4DFY0	SELPLG
A0A2P1JJM6	PLEKHA8
A0A2P9DU05	ROCK2
A0A494C1I1	LOC728392
A0A494C0Q4	NRG1
A0A2R8Y212	CHD4
A0A2X0SFW4	ARHGEF4
A0A2X0SFF5	ARHGEF12
A0A3B3IUA7	TRIM25
A0A2R8Y425	CHD4
A0A2X0TW08	PLEKHG6
A0A386NDB3	TP53
A0A6Q8JUI0	COA8
A0A5K1VW70	ATP8B2
A0A6Q8JFT6	PABPC1L
A0A5F9ZGS5	ANK2
Q0MQR4	PARG
A0A024R6P6	C14orf129
A0A024R8X9	RGS5
A0A024QZH0	PLA2G4C
E9PCW1	GOSR1
F1D8R3	NR2F6
A0A090N7U6	BMPER
A0A090N7X1	ABCF2
G0Z349	IRF6
A0A0S2Z4F8	RAPSN
A0A024R2Q4	RPL15
A0A024R494	ATG16L1
A0A024RC42	CDH2
A0A024R968	ATP2B4
A0A024R471	COPS7B
A0A024R7A3	ZNF562
Q1PBM3	MAP3K3
A0A024R4N0	hCG_1640809
B7ZKN5	UTX
A0A126GW16	OR6C76
A0A0U1RRH6	PHF14
A0A140TA67	KRTAP9-6
A0A126GV76	OR2B3
A0A1W2PPH5	TAF11L13
A0A0S2Z4H1	PEX5
A0A2R8Y491	ESRRB
A0A2R8Y5H9	KSR1
A0A1D0BPY0	KIR3DL1
A0A2X0TVY8	ITSN1
A0A024R3U9	RAB4A
A0A024R7F4	DNASE2
A0A024RD83	TTC19
A0A024R7P2	FKBP8
Q658W2	DKFZp666O0110
H6VRG1	KRT1
A9J4F5	ZNF593
E7ER32	MRTFA
E7EPW4	TNNT2
C9J2V2	IKBKG
A0A024R3T7	MIXL1
C9JAU6	IRF5
A0A1B0GV70	TEPSIN
C9J3B7	WAS
A0A024R7J7	DDA1
A0A024R561	HRASLS3
A0A024R1H6	LIMK2
A0A068F658	GBA
A0A068F7M9	FHOD1
A1L471	ABCB1
X5D2T3	RPL10
A0A126GW53	OR2G6
L0R4W3	CHTF8
A0A0S2Z5T0	CENPH
A0A126GWL6	OR56A3
